INTID,COUNTY,CITY1,ROAD1,ROAD2,ROAD3,ROAD4,LATEST_DATE,LATITUDE,LONGITUDE
164,-,City of Virginia Beach,COMANCHE RD,PRINCESS ANNE RD,,,12/17/2011,36.8377479913,-76.1803336917
287,Princess anne,City of Virginia Beach,BAXTER RD,WELLER BLVD,,,3/3/2011,36.8242877121457,-76.1484742231279
479,Princess anne,City of Virginia Beach,30TH,PACIFIC AV,,,7/31/2012,36.8581690888969,-75.9790205955505
2225,Norfolk,City of Norfolk,Virginia Beach Blvd.,Newtown Rd.,,,4/30/2011,36.8542995787782,-76.1777400970459
456,-,City of Virginia Beach,COLUMBUS ST,TOWN CENTER DR,,,2/1/2011,36.8408212655,-76.1328416991
18,-,City of Virginia Beach,77TH ST,ATLANTIC AV,,,3/26/2011,36.9018155389,-75.9917790675
270,-,City of Virginia Beach,N GREAT NECK RD,SHORE DR,,,3/19/2011,36.91249793,-76.0683835348
224,-,City of Virginia Beach,DAVIS ST,VA BEACH BLVD,,,5/5/2011,36.8522149445,-76.1718742425
124,-,City of Virginia Beach,CHEYENNE DR,PRINCESS ANNE RD,,,12/17/2011,36.8399289212,-76.1827284846
439,-,City of Virginia Beach,COLUMBUS ST,CONSTITUTION DR,,,1/8/2011,36.8407674425,-76.1313167179
84,-,City of Virginia Beach,KINGS GRANT RD,VA BEACH BV,,,6/22/2011,36.8435257896,-76.0784886999
61,-,City of Virginia Beach,NIDER DR,SHORE DR,,,3/19/2011,36.9070497556,-76.1537371538
290,-,City of Virginia Beach,FERRELL PKWY,PLEASANT VALLLEY,,,4/30/2011,36.7968893532,-76.1487162673
496,-,City of Virginia Beach,LANDSTOWN COM,PRINCESS ANNE RD,,,10/25/2011,36.7731942375,-76.0872552044
396,-,City of Virginia Beach,KENTUCKY AVE,VA BEACH BLVD,,,5/24/2011,36.8412922883,-76.1119222342
190,Princess anne,City of Virginia Beach,Birdneck Rd.,Seatack,,,4/30/2011,36.8110756698479,-75.9922733902931
113,Princess anne,City of Virginia Beach,VIRGINIA BEACH BV,WITCHDUCK RD,,,5/5/2011,36.8456952316551,-76.1564941615583
422,-,City of Virginia Beach,LASKIN RD,REPUBLIC RD,,,5/20/2009,36.8499959254,-76.0273728482
276,-,City of Virginia Beach,GREAT NECK RD,OLD GREAT NECK,,,3/26/2011,36.8498559933,-76.0484390523
156,-,City of Virginia Beach,FIRST COLONIAL RD,MILL DAM RD,,,7/19/2011,36.8689970735,-76.0319312701
130,-,City of Virginia Beach,INDIAN RIVER RD,SUNNYSIDE DR,,,5/6/2014,36.8133328816,-76.2073192468
256,-,City of Virginia Beach,LYNBROOK LANDING,NEWTOWN RD,,,4/2/2011,36.8651151844,-76.1661157353
7,-,City of Virginia Beach,ATLANTIC AV,SHORE DR,,,3/24/2011,36.9078470129,-75.9937768288
50,-,City of Virginia Beach,FIRST COLONIAL RD,GREAT NECK N,,,3/29/2011,36.8740356529,-76.0393594886
47,-,City of Virginia Beach,EDWIN DR,INDEPENDENCE BL,,,4/12/2011,36.8263739025,-76.1306100304
239,-,City of Virginia Beach,DIAMOND SPRINGS RD,WESLEYAN DR,,,5/3/2011,36.8714813462,-76.1716989431
93,-,City of Virginia Beach,NORTHAMPTON BL,PLEASURE HOUS,,,3/19/2011,36.8992465684,-76.1377456168
425,-,City of Virginia Beach,DAM NECK RD,LONDON BRIDGE EXT,,,9/6/2011,36.7881361788,-76.0683731476
548,Princess anne,City of Virginia Beach,Birdneck Rd.,Bells Rd.,,,4/30/2011,36.8201672989022,-75.9996494650841
362,-,City of Virginia Beach,DAM NECK RD,HARPERS RD,,,11/15/2011,36.7844403345,-76.0387001513
176,Princess anne,City of Virginia Beach,19TH ST,PACIFIC AVE,,,3/29/2011,36.8471094530561,-75.9760218858719
465,-,City of Virginia Beach,CRUSADER CI,LONDON BRIDGE RD,,,9/1/2011,36.7967791991,-76.0666616952
419,-,City of Virginia Beach,LASKIN RD,HILLTOP EAST S/C,,,5/12/2009,36.8509307469,-76.0144865155
133,-,City of Virginia Beach,LYNNHAVEN PK,PRINCESS ANNE R,,,1/4/2012,36.7928809258,-76.1190836201
445,-,City of Virginia Beach,SABRE ST,S LYNNHAVEN RD,,,5/3/2011,36.8217240109,-76.0763420358
551,Princess anne,City of Virginia Beach,Independence Blvd., S.,Silverleaf Dr,,,7/26/2012,36.8218678332878,-76.1268532276154
296,-,City of Virginia Beach,BAXTER RD,OPEN GREENS DR,,,3/19/2011,36.8281557866,-76.1420462371
96,Princess anne,City of Virginia Beach,17TH ST,PACIFIC AV,,,3/29/2011,36.8451240006942,-75.9755109250546
474,-,City of Virginia Beach,BENDIX RD,BONNEY RD,,,1/8/2011,36.8356928066,-76.1274567396
288,Princess anne,City of Virginia Beach,BAXTER RD,KENLEY RD,,,3/1/2011,36.8262350591376,-76.1453531066329
219,-,City of Virginia Beach,INDEPENDENCE BLVD,PRINCESS ANN,,,12/20/2011,36.7886616587,-76.1125692298
73,-,City of Virginia Beach,GREAT NECK RD,WOLFSNARE RD,,,3/26/2011,36.8536187455,-76.0483445053
36,Princess anne,City of Virginia Beach,COLUMBUS ST,INDEPENDENCE BL,,,2/1/2011,36.8409611166577,-76.1368816727908
434,-,City of Virginia Beach,BAYLAKE RD,SHORE DR,,,3/19/2011,36.9060613623,-76.1164925352
242,-,City of Virginia Beach,LONDON BRIDGE RD,MIRROR LAKE,,,9/20/2011,36.782601756,-76.0481036493
56,-,City of Virginia Beach,GREAT NECK RD,VA BEACH BLVD,,,4/25/2012,36.8419575418,-76.0480325923
99,-,City of Virginia Beach,25TH ST,PACIFIC AVE,,,3/26/2011,36.8530959517,-75.9777909728
116,-,City of Virginia Beach,THALIA RD,VA BEACH BLVD,,,2/24/2011,36.843586308,-76.1207158936
139,-,City of Virginia Beach,AUBURN DR,MILITARY HWY,,,10/23/2010,36.8094833918,-76.2193115419
325,-,City of Virginia Beach,FIRST COLONIAL RD,SOUTHALL DR,,,7/26/2011,36.8571332608,-76.0254664977
122,-,City of Virginia Beach,LASKIN RD,REGENCY DR,,,5/14/2009,36.8485789004,-76.0329421454
76,Princess anne,City of Virginia Beach,KELLAM RD,VA BEACH BLVD,,,2/22/2011,36.8437051755843,-76.1419393122196
517,Princess anne,City of Virginia Beach,London Bridge Rd.,Route 264 Ramp,,,3/24/2012,36.8386049151346,-76.0494714975357
225,-,City of Virginia Beach,ARAGONA BL,HAYGOOD RD,,,4/28/2011,36.8702380044,-76.147558127
33,-,City of Virginia Beach,NORTHAMPTON BL,SHORE DR,,,3/19/2011,36.903932931,-76.1298812684
16,-,City of Virginia Beach,58TH ST,ATLANTIC AV,,,3/29/2011,36.8842950451,-75.9866714164
53,-,City of Virginia Beach,FIRST COLONIAL RD,VA BEACH BV,,,8/23/2011,36.8426205135,-76.0213301909
302,-,City of Virginia Beach,LEE HIGHLANDS BV,S LYNNHAVEN,,,5/3/2011,36.8230674112,-76.0779972099
165,-,City of Virginia Beach,COVENTRY RD,PRINCESS ANNE RD,,,12/17/2011,36.8315134147,-76.1756022187
497,-,City of Virginia Beach,DAM NECK RD,LANDSTOWN CT,,,10/25/2011,36.776770705,-76.0886365377
211,-,City of Virginia Beach,FIRST COLONIAL RD,WISCONSIN AV,,,8/23/2011,36.8441104709,-76.0207143679
65,-,City of Virginia Beach,INDEPENDENCE BLVD,JEANNE ST,,,3/5/2011,36.8478899303,-76.1370459143
19,-,City of Virginia Beach,BALTIC AV,LASKIN RD,,,10/30/2010,36.85858055,-75.9819176424
520,Princess Anne,City of Virginia Beach,Holly Rd.,32ND ST,,,10/30/2010,36.8596219824841,-75.9822177886963
420,-,City of Virginia Beach,LYNNHAVEN PK,SALEM CROSS S/C,,,2/18/2012,36.7915880825,-76.1209329917
25,Princess anne,City of Virginia Beach,BAXTER RD,INDEPENDENCE BL,,,4/12/2011,36.8307965159104,-76.1373787433958
228,-,City of Virginia Beach,INDIAN RIVER RD,LAKE JAMES DR,,,2/8/2011,36.7999716708,-76.1793002331
85,-,City of Virginia Beach,LYNNHAVEN RD N,VA BEACH BLVD,,,6/22/2011,36.8444171143,-76.0717142739
62,-,City of Virginia Beach,INDEPENDENCE BLVD,SHORE DR,,,3/19/2011,36.9057405653,-76.1471531607
5,-,City of Virginia Beach,47TH ST,ATLANTIC AV,,,3/26/2011,36.8748019834,-75.9837235006
248,-,City of Virginia Beach,BROAD MEADOWS BV,WESLEYAN DR,,,4/2/2011,36.8702020453,-76.1632790225
148,-,City of Virginia Beach,FIRST COLONIAL RD,LAUREL LA,,,8/2/2011,36.8529994984,-76.0228703923
168,-,City of Virginia Beach,LONDON BRIDGE RD,SHIPPS CORNER,,,9/1/2011,36.7929640739,-76.0680350691
191,-,City of Virginia Beach,BAKER RD,WESLEYAN DR,,,4/2/2011,36.8712903014,-76.181145617
268,-,City of Virginia Beach,DAM NECK RD,HOLLAND RD,,,6/24/2015,36.7860706551,-76.0789152679
417,-,City of Virginia Beach,SHORE DR,WESTSAIL LA,,,3/19/2011,36.9037209936,-76.1321261283
251,-,City of Virginia Beach,JERICHO RD,WITCHDUCK RD,,,4/30/2011,36.8579390705,-76.1423010887
437,-,City of Virginia Beach,FIRST COURT RD,PLEASURE HOUSE,,,3/19/2011,36.897810206,-76.1379385923
208,-,City of Virginia Beach,SHORE DR,STARFISH RD,,,3/19/2011,36.9104735473,-76.0777614722
102,-,City of Virginia Beach,LITTLE NECK RD,VA BEACH BLVD,,,8/11/2011,36.8411950378,-76.0907286064
400,-,City of Virginia Beach,DAM NECK RD,MONET DR,,,10/5/2011,36.7809514503,-76.0833995801
294,-,City of Virginia Beach,BUCKNER BLVD,S INDEPENDENCE BL,,,1/18/2012,36.7915703073,-76.1097963818
2,-,City of Virginia Beach,ARAGONA BL,VA BEACH BLVD,,,2/15/2011,36.8439877366,-76.1457424472
394,-,City of Virginia Beach,FOUNDERS INN,INDIAN RIVER RD,,,11/20/2010,36.80473465,-76.1894478713
48,-,City of Virginia Beach,MILITARY HWY,WAYSIDE INN,,,11/5/2008,36.8294892905,-76.2109599268
117,-,City of Virginia Beach,PLEASURE HOUSE RD,SHORE DR,,,3/19/2011,36.9045417002,-76.1356505504
549,Princess Anne,City of Virginia Beach,Indian River Rd.,Level Green Blvd.,,,6/25/2014,36.810762146138,-76.2024593353271
31,Princess anne,City of Virginia Beach,CLEVELAND ST,WITCHDUCK RD,,,5/5/2011,36.8421252027431,-76.1581323399031
154,-,City of Virginia Beach,LYNNHAVEN PK,VA BEACH BLVD,,,4/3/2012,36.8411722952,-76.0629547599
134,-,City of Virginia Beach,HOLLAND RD,SOUTH PLAZA TR,,,3/2/2012,36.8194860897,-76.1199062657
54,-,City of Virginia Beach,GREAT NECK RD,MILL DAM RD,,,3/26/2011,36.8782972081,-76.0419647939
446,-,City of Virginia Beach,EAST STRATFORD RD,SHORE DR,,,3/19/2011,36.9076864129,-76.0966370324
91,Princess anne,City of Virginia Beach,BIRCHWOOD MALL,VA BEACH BLVD,,,5/31/2011,36.839952697878,-76.103442784587
197,-,City of Virginia Beach,CLEVELAND ST,DORSET AVE,,,4/30/2011,36.8419304932,-76.1519915201
260,-,City of Virginia Beach,ARAGONA BL,SULLIVAN BLVD,,,4/2/2011,36.8656209913,-76.1463948961
406,Princess anne,City of Virginia Beach,GENERAL BOOTH BLVD,HARBOUR PT,,,3/29/2011,36.8290860952071,-75.9736494719982
220,-,City of Virginia Beach,INDEPENDENCE BLVD,LYNNHAVEN PK,,,1/18/2012,36.7946847038,-76.1090087288
114,-,City of Virginia Beach,VIRGINIA BEACH BV,YORKTOWN RD,,,6/29/2011,36.8442130013,-76.0696357588
68,-,City of Virginia Beach,INDIAN RIVER RD,KEMPSVILLE R,,,1/26/2011,36.7972907051,-76.1752579059
277,-,City of Virginia Beach,BRANDON RD,KEMPSVILLE RD,,,1/10/2008,36.784731777,-76.1871256584
174,-,City of Virginia Beach,GREEN RUN BLVD,HOLLAND RD,,,2/16/2012,36.8013012593,-76.0869927764
74,-,City of Virginia Beach,INDIAN RIVER RD,LELAND CIR,,,10/9/2010,36.8181089342,-76.2165981434
131,-,City of Virginia Beach,GREAT NECK RD,INLYNNVIEW RD,,,3/26/2011,36.8639703931,-76.0458335843
157,-,City of Virginia Beach,DONNA DR,FIRST COLONIAL RD,,,8/2/2011,36.84864733,-76.0214706013
8,-,City of Virginia Beach,ATLANTIC AV,PACIFIC AV,,,3/29/2011,36.86929128,-75.9817930077
51,-,City of Virginia Beach,FIRST COLONIAL RD,LASKIN RD,,,8/2/2011,36.8505005253,-76.0222778281
263,-,City of Virginia Beach,NORTH MALL DR,S LYNNHAVEN RD,,,5/3/2011,36.8200000533,-76.0757762368
140,-,City of Virginia Beach,BROAD ST,INDEPENDENCE BLVD,,,2/26/2011,36.8458533417,-76.1364472987
163,-,City of Virginia Beach,INTERNATIONAL PK,LYNNHAVEN PKW,,,4/3/2014,36.8163384595,-76.0670322769
432,-,City of Virginia Beach,FERRELL PKWY,INDIAN LAKES S/C,,,1/15/2011,36.7949766098,-76.1669708357
455,-,City of Virginia Beach,CONSTITUTION DR,MAIN ST,,,2/12/2011,36.8421791009,-76.1309809141
17,Princess anne,City of Virginia Beach,67TH ST,ATLANTIC AV,,,3/26/2011,36.8924302756342,-75.9891486167908
223,-,City of Virginia Beach,N GREAT NECK RD,SHOREHAVEN DR,,,3/29/2011,36.8863727622,-76.0487497269
372,-,City of Virginia Beach,DAM NECK RD,ROSEMONT RD,,,10/5/2011,36.7788820864,-76.0850032167
123,-,City of Virginia Beach,FIRST COLONIAL RD,WOLFSNARE RD,,,7/26/2011,36.8551635459,-76.0249525826
226,-,City of Virginia Beach,21ST ST,PACIFIC AVE,,,3/26/2011,36.8491334859,-75.9767344212
83,Princess anne,City of Virginia Beach,LASKIN RD,PACIFIC AVE,,,7/28/2012,36.8591122925319,-75.9792673587799
415,-,City of Virginia Beach,BAXTER RD,CENTRE POINT RD,,,3/22/2011,36.8296254652,-76.1402536322
395,-,City of Virginia Beach,INDIAN RIVER RD,THOMPKINS LA,,,1/8/2011,36.8011311809,-76.1818422171
475,Princess anne,City of Virginia Beach,COLUMBUS ST,MARKET ST,,,2/1/2011,36.8409449596124,-76.1348742866591
120,-,City of Virginia Beach,HILLTOP NORTH S/C,LASKIN RD,,,5/12/2009,36.8510817254,-76.0173547703
266,-,City of Virginia Beach,HOLLAND RD,WARWICK DR,,,2/2/2012,36.7980905792,-76.0841690825
80,-,City of Virginia Beach,DAM NECK RD,PRINCESS ANNE RD,,,10/18/2011,36.7756616097,-76.0918062557
412,-,City of Virginia Beach,DRIFT TIDE DR,MILITARY HWY,,,10/16/2010,36.8211931968,-76.212347971
249,-,City of Virginia Beach,HAYGOOD RD,WESLEYAN DR,,,4/28/2011,36.8685381899,-76.1519683152
37,-,City of Virginia Beach,CONSTITUTION DR,INDEPENDENC BL,,,3/19/2011,36.8551453037,-76.1347480394
100,-,City of Virginia Beach,PRINCESS ANNE RD,S PARLIAMENT,,,12/17/2011,36.8287147924,-76.1687445745
