file,name,id,date,time,ight,R,T,Right,Thru,Left,ight,hru,T,Right,Thru,Left,D,A,C,B,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/October/8TH%20STREET%20%26%20E%20STREET%20SE.txt,8TH STREET SE & E STREET,x,10/3/2001,17:30-17:45,3,86,3,1,3,1,10,79,8,4,7,,,24,10,2,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/October/8TH%20STREET%20%26%20E%20STREET%20SE.txt,8TH STREET SE & E STREET,x,10/3/2001,17:45-18:00,1,71,2,,2,1,9,71,1,4,3,4,,17,19,1,,,,,
file,name,id,date,time,Right,Thru,Left,Right,Thru,Left,Right,Thru,Left,Right,Thru,Left,D,A,C,B,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/September/14TH%20STREET%20%26%20DECATUR%20STREET%20NW.txt,14TH STREET NW & DECATUR STREET,x,9/19/2001,07:00-07:15,4,149,1,6,3,,1,88,10,,,,,,,4,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/September/14TH%20STREET%20%26%20DECATUR%20STREET%20NW.txt,14TH STREET NW & DECATUR STREET,x,9/19/2001,07:15-07:30,2,172,,2,10,2,,76,4,,1,,2,1,,2,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/September/14TH%20STREET%20%26%20DECATUR%20STREET%20NW.txt,14TH STREET NW & DECATUR STREET,x,9/19/2001,07:30-07:45,1,131,,,3,,,59,3,1,,,,,,2,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/September/14TH%20STREET%20%26%20DECATUR%20STREET%20NW.txt,14TH STREET NW & DECATUR STREET,x,9/19/2001,07:45-08:00,,182,,3,,3,1,51,2,2,1,1,,,,1,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/September/14TH%20STREET%20%26%20DECATUR%20STREET%20NW.txt,14TH STREET NW & DECATUR STREET,x,9/19/2001,08:00-08:15,,179,,,,,,46,6,1,1,2,,2,,1,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/September/14TH%20STREET%20%26%20DECATUR%20STREET%20NW.txt,14TH STREET NW & DECATUR STREET,x,9/19/2001,08:15-08:30,4,172,,,,1,,54,3,1,,,,,,7,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/September/14TH%20STREET%20%26%20DECATUR%20STREET%20NW.txt,14TH STREET NW & DECATUR STREET,x,9/19/2001,08:30-08:45,4,167,,,,1,1,64,2,,1,,,,,10,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/September/14TH%20STREET%20%26%20DECATUR%20STREET%20NW.txt,14TH STREET NW & DECATUR STREET,x,9/19/2001,08:45-09:00,6,122,,1,,2,1,51,4,1,,2,,,,,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/September/14TH%20STREET%20%26%20DECATUR%20STREET%20NW.txt,14TH STREET NW & DECATUR STREET,x,9/19/2001,09:00-09:15,7,276,,,,2,2,58,3,2,1,2,,,,1,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/September/14TH%20STREET%20%26%20DECATUR%20STREET%20NW.txt,14TH STREET NW & DECATUR STREET,x,9/19/2001,09:15-09:30,4,204,,,,1,1,59,4,,,1,,,,,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/September/14TH%20STREET%20%26%20DECATUR%20STREET%20NW.txt,14TH STREET NW & DECATUR STREET,x,9/19/2001,09:30-09:45,1,225,,,,,,65,3,1,1,,,1,1,7,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/September/14TH%20STREET%20%26%20DECATUR%20STREET%20NW.txt,14TH STREET NW & DECATUR STREET,x,9/19/2001,09:45-10:00,2,93,1,2,,,,56,2,,,1,,,,4,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/September/14TH%20STREET%20%26%20DECATUR%20STREET%20NW.txt,14TH STREET NW & DECATUR STREET,x,9/19/2001,10:00-10:15,2,71,,1,,,,47,1,,,1,,,,3,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/September/14TH%20STREET%20%26%20DECATUR%20STREET%20NW.txt,14TH STREET NW & DECATUR STREET,x,9/19/2001,10:15-10:30,1,65,,2,,1,1,40,2,1,,2,,,,4,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/September/14TH%20STREET%20%26%20DECATUR%20STREET%20NW.txt,14TH STREET NW & DECATUR STREET,x,9/19/2001,10:30-10:45,1,59,,,,2,2,33,1,4,,1,2,,,4,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/September/14TH%20STREET%20%26%20DECATUR%20STREET%20NW.txt,14TH STREET NW & DECATUR STREET,x,9/19/2001,10:45-11:00,,65,,,,2,,53,1,3,,3,1,,,4,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/September/14TH%20STREET%20%26%20DECATUR%20STREET%20NW.txt,14TH STREET NW & DECATUR STREET,x,9/19/2001,11:00-11:15,,62,,,,,,43,1,2,,2,,,,,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/September/14TH%20STREET%20%26%20DECATUR%20STREET%20NW.txt,14TH STREET NW & DECATUR STREET,x,9/19/2001,11:15-11:30,1,63,2,2,,,,56,1,1,,1,,1,1,,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/September/14TH%20STREET%20%26%20DECATUR%20STREET%20NW.txt,14TH STREET NW & DECATUR STREET,x,9/19/2001,11:30-11:45,,55,2,1,,1,1,58,2,1,,2,,,,,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/September/14TH%20STREET%20%26%20DECATUR%20STREET%20NW.txt,14TH STREET NW & DECATUR STREET,x,9/19/2001,11:45-12:00,2,69,,,,,1,53,1,1,1,,,1,,7,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/September/14TH%20STREET%20%26%20DECATUR%20STREET%20NW.txt,14TH STREET NW & DECATUR STREET,x,9/19/2001,12:00-12:15,1,67,1,,,1,,51,,2,,1,,,1,3,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/September/14TH%20STREET%20%26%20DECATUR%20STREET%20NW.txt,14TH STREET NW & DECATUR STREET,x,9/19/2001,12:15-12:30,2,69,,2,,1,,58,,,,,,,,,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/September/14TH%20STREET%20%26%20DECATUR%20STREET%20NW.txt,14TH STREET NW & DECATUR STREET,x,9/19/2001,12:30-12:45,2,45,1,,,1,1,63,1,1,,1,,,,1,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/September/14TH%20STREET%20%26%20DECATUR%20STREET%20NW.txt,14TH STREET NW & DECATUR STREET,x,9/19/2001,12:45-13:00,2,57,,,,1,1,51,,1,,1,4,,,6,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/September/14TH%20STREET%20%26%20DECATUR%20STREET%20NW.txt,14TH STREET NW & DECATUR STREET,x,9/19/2001,14:00-14:15,,57,,,,,1,67,,2,1,,,,,2,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/September/14TH%20STREET%20%26%20DECATUR%20STREET%20NW.txt,14TH STREET NW & DECATUR STREET,x,9/19/2001,14:15-14:30,,55,,,,1,1,79,4,2,,2,,,,1,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/September/14TH%20STREET%20%26%20DECATUR%20STREET%20NW.txt,14TH STREET NW & DECATUR STREET,x,9/19/2001,14:30-14:45,,74,,1,,3,,83,3,1,1,1,1,,,3,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/September/14TH%20STREET%20%26%20DECATUR%20STREET%20NW.txt,14TH STREET NW & DECATUR STREET,x,9/19/2001,14:45-15:00,2,77,,,,,,102,1,,,,,,,1,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/September/14TH%20STREET%20%26%20DECATUR%20STREET%20NW.txt,14TH STREET NW & DECATUR STREET,x,9/19/2001,15:00-15:15,3,86,,,,1,,101,1,,1,,,,,1,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/September/14TH%20STREET%20%26%20DECATUR%20STREET%20NW.txt,14TH STREET NW & DECATUR STREET,x,9/19/2001,15:15-15:30,2,91,1,,,,,103,2,1,,1,,,,3,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/September/14TH%20STREET%20%26%20DECATUR%20STREET%20NW.txt,14TH STREET NW & DECATUR STREET,x,9/19/2001,15:30-15:45,3,96,1,,,1,,104,1,1,1,2,,,,21,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/September/14TH%20STREET%20%26%20DECATUR%20STREET%20NW.txt,14TH STREET NW & DECATUR STREET,x,9/19/2001,15:45-16:00,,88,1,,,2,,143,1,2,,,,,,4,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/September/14TH%20STREET%20%26%20DECATUR%20STREET%20NW.txt,14TH STREET NW & DECATUR STREET,x,9/19/2001,16:00-16:15,1,92,,1,,1,1,137,3,1,,,,,,1,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/September/14TH%20STREET%20%26%20DECATUR%20STREET%20NW.txt,14TH STREET NW & DECATUR STREET,x,9/19/2001,16:15-16:30,1,82,,,,,1,147,2,1,,,3,,,4,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/September/14TH%20STREET%20%26%20DECATUR%20STREET%20NW.txt,14TH STREET NW & DECATUR STREET,x,9/19/2001,16:30-16:45,1,81,1,2,,,1,159,3,,,,,,,4,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/September/14TH%20STREET%20%26%20DECATUR%20STREET%20NW.txt,14TH STREET NW & DECATUR STREET,x,9/19/2001,16:45-17:00,2,95,,,1,,2,171,2,2,,,,,,6,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/September/14TH%20STREET%20%26%20DECATUR%20STREET%20NW.txt,14TH STREET NW & DECATUR STREET,x,9/19/2001,17:00-17:15,1,88,,,,,1,159,4,1,,1,2,,,4,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/September/14TH%20STREET%20%26%20DECATUR%20STREET%20NW.txt,14TH STREET NW & DECATUR STREET,x,9/19/2001,17:15-17:30,3,85,,1,,,,151,3,,,1,1,,,2,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/September/14TH%20STREET%20%26%20DECATUR%20STREET%20NW.txt,14TH STREET NW & DECATUR STREET,x,9/19/2001,17:30-17:45,2,105,1,,,2,1,146,2,,,2,1,1,,4,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/September/14TH%20STREET%20%26%20DECATUR%20STREET%20NW.txt,14TH STREET NW & DECATUR STREET,x,9/19/2001,17:45-18:00,2,95,,,,,,137,3,1,,1,,,,3,,,,,
file,name,id,date,time,Right,Thru,Left,Right,Thru,Left,Right,Thru,Left,Right,Thru,Left,D,A,C,B,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/September/2ND%20STREET%20%26%20KENNEDY%20STREET%20NW.txt,2ND STREET NW & KENNEDY STREET,x,9/17/2001,07:00-07:15,,2,,11,59,,,1,1,,17,1,,,,,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/September/2ND%20STREET%20%26%20KENNEDY%20STREET%20NW.txt,2ND STREET NW & KENNEDY STREET,x,9/17/2001,07:15-07:30,1,1,1,9,55,1,,,,,13,1,1,1,,,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/September/2ND%20STREET%20%26%20KENNEDY%20STREET%20NW.txt,2ND STREET NW & KENNEDY STREET,x,9/17/2001,07:30-07:45,2,1,1,7,56,,1,2,,,25,1,3,,,1,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/September/2ND%20STREET%20%26%20KENNEDY%20STREET%20NW.txt,2ND STREET NW & KENNEDY STREET,x,9/17/2001,07:45-08:00,3,2,2,11,63,,,1,1,,27,1,1,,1,1,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/September/2ND%20STREET%20%26%20KENNEDY%20STREET%20NW.txt,2ND STREET NW & KENNEDY STREET,x,9/17/2001,08:00-08:15,2,3,1,12,76,1,2,3,,,28,1,1,3,,1,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/September/2ND%20STREET%20%26%20KENNEDY%20STREET%20NW.txt,2ND STREET NW & KENNEDY STREET,x,9/17/2001,08:15-08:30,1,4,3,3,59,2,2,1,,,33,2,1,7,2,,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/September/2ND%20STREET%20%26%20KENNEDY%20STREET%20NW.txt,2ND STREET NW & KENNEDY STREET,x,9/17/2001,08:30-08:45,,2,,12,61,1,3,2,,,28,2,,2,1,,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/September/2ND%20STREET%20%26%20KENNEDY%20STREET%20NW.txt,2ND STREET NW & KENNEDY STREET,x,9/17/2001,08:45-09:00,1,3,1,2,46,3,1,,,,24,2,,4,2,,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/September/2ND%20STREET%20%26%20KENNEDY%20STREET%20NW.txt,2ND STREET NW & KENNEDY STREET,x,9/17/2001,09:00-09:15,3,4,1,1,38,4,1,,1,,22,2,,,1,,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/September/2ND%20STREET%20%26%20KENNEDY%20STREET%20NW.txt,2ND STREET NW & KENNEDY STREET,x,9/17/2001,09:15-09:30,2,1,1,3,43,3,1,2,2,,20,2,1,,2,,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/September/2ND%20STREET%20%26%20KENNEDY%20STREET%20NW.txt,2ND STREET NW & KENNEDY STREET,x,9/17/2001,09:30-09:45,1,1,1,2,39,2,2,3,,,21,2,1,1,1,,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/September/2ND%20STREET%20%26%20KENNEDY%20STREET%20NW.txt,2ND STREET NW & KENNEDY STREET,x,9/17/2001,09:45-10:00,1,1,1,4,44,4,4,1,,,14,,,1,1,,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/September/2ND%20STREET%20%26%20KENNEDY%20STREET%20NW.txt,2ND STREET NW & KENNEDY STREET,x,9/17/2001,10:00-10:15,,1,1,7,38,2,3,3,,,17,,,,,1,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/September/2ND%20STREET%20%26%20KENNEDY%20STREET%20NW.txt,2ND STREET NW & KENNEDY STREET,x,9/17/2001,10:15-10:30,1,2,,5,33,1,1,1,,,19,,1,,1,,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/September/2ND%20STREET%20%26%20KENNEDY%20STREET%20NW.txt,2ND STREET NW & KENNEDY STREET,x,9/17/2001,10:30-10:45,2,1,1,3,29,2,1,2,1,,21,1,,1,,,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/September/2ND%20STREET%20%26%20KENNEDY%20STREET%20NW.txt,2ND STREET NW & KENNEDY STREET,x,9/17/2001,10:45-11:00,1,1,1,8,23,2,1,2,,,20,1,,,1,1,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/September/2ND%20STREET%20%26%20KENNEDY%20STREET%20NW.txt,2ND STREET NW & KENNEDY STREET,x,9/17/2001,11:00-11:15,,,2,7,18,1,7,9,,1,11,,,,1,,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/September/2ND%20STREET%20%26%20KENNEDY%20STREET%20NW.txt,2ND STREET NW & KENNEDY STREET,x,9/17/2001,11:15-11:30,1,2,,3,14,,6,2,1,1,11,,,1,,,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/September/2ND%20STREET%20%26%20KENNEDY%20STREET%20NW.txt,2ND STREET NW & KENNEDY STREET,x,9/17/2001,11:30-11:45,,1,,12,15,,5,4,1,,25,2,,,1,,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/September/2ND%20STREET%20%26%20KENNEDY%20STREET%20NW.txt,2ND STREET NW & KENNEDY STREET,x,9/17/2001,11:45-12:00,1,,1,11,27,1,,,1,,18,,,,,,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/September/2ND%20STREET%20%26%20KENNEDY%20STREET%20NW.txt,2ND STREET NW & KENNEDY STREET,x,9/17/2001,12:00-12:15,,,,11,31,1,4,1,,,17,,,,,,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/September/2ND%20STREET%20%26%20KENNEDY%20STREET%20NW.txt,2ND STREET NW & KENNEDY STREET,x,9/17/2001,12:15-12:30,,2,,5,36,2,4,2,1,,19,,,,,,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/September/2ND%20STREET%20%26%20KENNEDY%20STREET%20NW.txt,2ND STREET NW & KENNEDY STREET,x,9/17/2001,12:30-12:45,1,1,1,16,41,3,6,2,1,,24,1,1,,,,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/September/2ND%20STREET%20%26%20KENNEDY%20STREET%20NW.txt,2ND STREET NW & KENNEDY STREET,x,9/17/2001,12:45-13:00,,1,1,13,36,2,4,1,,,25,,2,,,,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/September/2ND%20STREET%20%26%20KENNEDY%20STREET%20NW.txt,2ND STREET NW & KENNEDY STREET,x,9/17/2001,14:00-14:15,,,1,10,41,2,27,20,4,9,35,1,,2,4,,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/September/2ND%20STREET%20%26%20KENNEDY%20STREET%20NW.txt,2ND STREET NW & KENNEDY STREET,x,9/17/2001,14:15-14:30,1,1,2,17,50,3,33,12,2,,19,1,1,2,,,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/September/2ND%20STREET%20%26%20KENNEDY%20STREET%20NW.txt,2ND STREET NW & KENNEDY STREET,x,9/17/2001,14:30-14:45,,,3,25,45,4,10,7,,,45,1,,1,1,,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/September/2ND%20STREET%20%26%20KENNEDY%20STREET%20NW.txt,2ND STREET NW & KENNEDY STREET,x,9/17/2001,14:45-15:00,,1,2,13,36,2,7,2,,,40,,,3,2,,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/September/2ND%20STREET%20%26%20KENNEDY%20STREET%20NW.txt,2ND STREET NW & KENNEDY STREET,x,9/17/2001,15:00-15:15,,1,3,9,30,1,5,2,,,46,,,,,,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/September/2ND%20STREET%20%26%20KENNEDY%20STREET%20NW.txt,2ND STREET NW & KENNEDY STREET,x,9/17/2001,15:15-15:30,1,2,1,7,27,2,3,1,1,,49,1,,3,,,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/September/2ND%20STREET%20%26%20KENNEDY%20STREET%20NW.txt,2ND STREET NW & KENNEDY STREET,x,9/17/2001,15:30-15:45,1,1,3,5,24,,5,2,,,52,,,6,,1,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/September/2ND%20STREET%20%26%20KENNEDY%20STREET%20NW.txt,2ND STREET NW & KENNEDY STREET,x,9/17/2001,15:45-16:00,,,2,3,23,,4,1,,,51,1,,3,4,,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/September/2ND%20STREET%20%26%20KENNEDY%20STREET%20NW.txt,2ND STREET NW & KENNEDY STREET,x,9/17/2001,16:00-16:15,1,1,1,2,39,,4,5,1,,55,4,,15,2,,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/September/2ND%20STREET%20%26%20KENNEDY%20STREET%20NW.txt,2ND STREET NW & KENNEDY STREET,x,9/17/2001,16:15-16:30,,1,2,1,34,,3,1,,,42,,,2,,1,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/September/2ND%20STREET%20%26%20KENNEDY%20STREET%20NW.txt,2ND STREET NW & KENNEDY STREET,x,9/17/2001,16:30-16:45,,2,1,1,41,,5,3,,,51,1,1,2,,1,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/September/2ND%20STREET%20%26%20KENNEDY%20STREET%20NW.txt,2ND STREET NW & KENNEDY STREET,x,9/17/2001,16:45-17:00,1,1,2,2,39,1,11,5,,,63,2,,3,2,,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/September/2ND%20STREET%20%26%20KENNEDY%20STREET%20NW.txt,2ND STREET NW & KENNEDY STREET,x,9/17/2001,17:00-17:15,,,1,1,37,,11,7,,,55,1,,1,1,,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/September/2ND%20STREET%20%26%20KENNEDY%20STREET%20NW.txt,2ND STREET NW & KENNEDY STREET,x,9/17/2001,17:15-17:30,,1,2,,31,1,10,8,,,47,,,4,4,,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/September/2ND%20STREET%20%26%20KENNEDY%20STREET%20NW.txt,2ND STREET NW & KENNEDY STREET,x,9/17/2001,17:30-17:45,,,1,1,29,,9,2,,,62,2,,5,,,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/September/2ND%20STREET%20%26%20KENNEDY%20STREET%20NW.txt,2ND STREET NW & KENNEDY STREET,x,9/17/2001,17:45-18:00,,1,1,,24,,13,4,1,1,67,1,,6,4,,,,,,
file,name,id,date,time,Right,Thru,Left,Right,Thru,Left,Right,Thru,Left,Right,Thru,Left,D,A,C,B,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/September/GEORGIA%20AVENUE%20%26%20KENNEDY%20STREET%20NW.txt,GEORGIA AVENUE NW & KENNEDY STREET,x,9/24/2001,07:00-07:15,,136,,,27,6,6,110,2,6,33,3,,17,7,,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/September/GEORGIA%20AVENUE%20%26%20KENNEDY%20STREET%20NW.txt,GEORGIA AVENUE NW & KENNEDY STREET,x,9/24/2001,07:15-07:30,,129,1,,34,8,4,127,3,12,29,6,,12,6,1,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/September/GEORGIA%20AVENUE%20%26%20KENNEDY%20STREET%20NW.txt,GEORGIA AVENUE NW & KENNEDY STREET,x,9/24/2001,07:30-07:45,,147,,1,37,9,9,114,5,7,31,2,1,27,9,,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/September/GEORGIA%20AVENUE%20%26%20KENNEDY%20STREET%20NW.txt,GEORGIA AVENUE NW & KENNEDY STREET,x,9/24/2001,07:45-08:00,1,156,1,1,41,14,9,102,7,10,34,5,,16,4,1,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/September/GEORGIA%20AVENUE%20%26%20KENNEDY%20STREET%20NW.txt,GEORGIA AVENUE NW & KENNEDY STREET,x,9/24/2001,08:00-08:15,,176,2,2,47,16,13,93,5,12,34,1,,13,,,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/September/GEORGIA%20AVENUE%20%26%20KENNEDY%20STREET%20NW.txt,GEORGIA AVENUE NW & KENNEDY STREET,x,9/24/2001,08:15-08:30,,159,3,1,49,17,6,64,2,9,21,2,,7,4,,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/September/GEORGIA%20AVENUE%20%26%20KENNEDY%20STREET%20NW.txt,GEORGIA AVENUE NW & KENNEDY STREET,x,9/24/2001,08:30-08:45,1,165,2,1,53,19,4,124,5,4,25,2,1,11,9,,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/September/GEORGIA%20AVENUE%20%26%20KENNEDY%20STREET%20NW.txt,GEORGIA AVENUE NW & KENNEDY STREET,x,9/24/2001,08:45-09:00,2,171,1,,49,19,3,117,5,2,29,2,,6,5,1,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/September/GEORGIA%20AVENUE%20%26%20KENNEDY%20STREET%20NW.txt,GEORGIA AVENUE NW & KENNEDY STREET,x,9/24/2001,09:00-09:15,3,167,,1,41,20,13,111,1,7,21,2,1,7,,,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/September/GEORGIA%20AVENUE%20%26%20KENNEDY%20STREET%20NW.txt,GEORGIA AVENUE NW & KENNEDY STREET,x,9/24/2001,09:15-09:30,4,177,1,,38,22,2,106,2,2,10,,,4,,,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/September/GEORGIA%20AVENUE%20%26%20KENNEDY%20STREET%20NW.txt,GEORGIA AVENUE NW & KENNEDY STREET,x,9/24/2001,09:30-09:45,3,166,1,,29,18,13,69,1,2,17,3,,2,,1,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/September/GEORGIA%20AVENUE%20%26%20KENNEDY%20STREET%20NW.txt,GEORGIA AVENUE NW & KENNEDY STREET,x,9/24/2001,09:45-10:00,3,151,1,,24,17,21,102,,3,23,5,,,2,,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/September/GEORGIA%20AVENUE%20%26%20KENNEDY%20STREET%20NW.txt,GEORGIA AVENUE NW & KENNEDY STREET,x,9/24/2001,10:00-10:15,2,139,,,27,15,14,93,1,5,20,3,,,6,,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/September/GEORGIA%20AVENUE%20%26%20KENNEDY%20STREET%20NW.txt,GEORGIA AVENUE NW & KENNEDY STREET,x,9/24/2001,10:15-10:30,1,133,2,,23,13,13,86,,3,18,2,,,3,,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/September/GEORGIA%20AVENUE%20%26%20KENNEDY%20STREET%20NW.txt,GEORGIA AVENUE NW & KENNEDY STREET,x,9/24/2001,10:30-10:45,2,126,,1,29,13,7,84,1,7,16,1,,,8,,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/September/GEORGIA%20AVENUE%20%26%20KENNEDY%20STREET%20NW.txt,GEORGIA AVENUE NW & KENNEDY STREET,x,9/24/2001,10:45-11:00,1,137,1,2,36,14,11,57,3,6,14,,1,,1,2,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/September/GEORGIA%20AVENUE%20%26%20KENNEDY%20STREET%20NW.txt,GEORGIA AVENUE NW & KENNEDY STREET,x,9/24/2001,11:00-11:15,1,114,1,3,39,14,11,70,2,7,24,1,,9,12,,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/September/GEORGIA%20AVENUE%20%26%20KENNEDY%20STREET%20NW.txt,GEORGIA AVENUE NW & KENNEDY STREET,x,9/24/2001,11:15-11:30,1,96,1,1,44,13,30,130,2,5,20,2,,12,7,,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/September/GEORGIA%20AVENUE%20%26%20KENNEDY%20STREET%20NW.txt,GEORGIA AVENUE NW & KENNEDY STREET,x,9/24/2001,11:30-11:45,4,95,2,6,31,19,22,136,1,6,23,2,,9,2,1,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/September/GEORGIA%20AVENUE%20%26%20KENNEDY%20STREET%20NW.txt,GEORGIA AVENUE NW & KENNEDY STREET,x,9/24/2001,11:45-12:00,3,101,1,5,29,16,10,69,1,6,21,4,1,6,4,,,,,,
