file,name,id,date,time,ight,R,T,Right,Thru,Left,ight,hru,T,Right,Thru,Left,D,A,C,B,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2000/July/37TH%20STREET %20NW%20%26%20PROSPECT%20STREET.txt,37TH STREET NW & PROSPECT STREET,x,7/25/2000,11:30-11:45,3,1,1,2,15,1,,,,,7,6,,,2,2,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2000/July/37TH%20STREET %20NW%20%26%20PROSPECT%20STREET.txt,37TH STREET NW & PROSPECT STREET,x,7/25/2000,11:45-12:00,1,1,1,1,13,1,1,,,,8,5,,,3,,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2000/July/37TH%20STREET %20NW%20%26%20PROSPECT%20STREET.txt,37TH STREET NW & PROSPECT STREET,x,7/25/2000,12:00-12:15,1,2,2,4,11,,1,,,,21,5,,2,2,1,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2000/July/37TH%20STREET %20NW%20%26%20PROSPECT%20STREET.txt,37TH STREET NW & PROSPECT STREET,x,7/25/2000,12:15-12:30,1,,3,5,12,,,,,,16,1,,1,,,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2000/July/37TH%20STREET %20NW%20%26%20PROSPECT%20STREET.txt,37TH STREET NW & PROSPECT STREET,x,7/25/2000,12:30-12:45,2,1,4,3,11,,,2,,1,21,7,,,3,1,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2000/July/37TH%20STREET %20NW%20%26%20PROSPECT%20STREET.txt,37TH STREET NW & PROSPECT STREET,x,7/25/2000,12:45-13:00,3,1,3,2,9,,,2,,1,19,4,,,2,,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2000/July/37TH%20STREET %20NW%20%26%20PROSPECT%20STREET.txt,37TH STREET NW & PROSPECT STREET,x,7/25/2000,14:00-14:15,2,,3,3,7,,,,,2,17,4,,2,5,,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2000/July/37TH%20STREET %20NW%20%26%20PROSPECT%20STREET.txt,37TH STREET NW & PROSPECT STREET,x,7/25/2000,14:15-14:30,2,,2,4,8,,,,,,16,6,,5,13,,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2000/July/37TH%20STREET %20NW%20%26%20PROSPECT%20STREET.txt,37TH STREET NW & PROSPECT STREET,x,7/25/2000,14:30-14:45,1,,4,5,9,,,,,,44,3,,2,6,8,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2000/July/37TH%20STREET %20NW%20%26%20PROSPECT%20STREET.txt,37TH STREET NW & PROSPECT STREET,x,7/25/2000,14:45-15:00,,,2,4,8,,,,,,52,3,,2,7,,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2000/July/37TH%20STREET %20NW%20%26%20PROSPECT%20STREET.txt,37TH STREET NW & PROSPECT STREET,x,7/25/2000,15:00-15:15,,,3,3,11,,,,,,41,1,,1,5,,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2000/July/37TH%20STREET %20NW%20%26%20PROSPECT%20STREET.txt,37TH STREET NW & PROSPECT STREET,x,7/25/2000,15:15-15:30,1,,2,5,13,,,,,,36,4,,2,3,,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2000/July/37TH%20STREET %20NW%20%26%20PROSPECT%20STREET.txt,37TH STREET NW & PROSPECT STREET,x,7/25/2000,15:30-15:45,3,1,3,7,15,,,,,,31,4,3,1,2,,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2000/July/37TH%20STREET %20NW%20%26%20PROSPECT%20STREET.txt,37TH STREET NW & PROSPECT STREET,x,7/25/2000,15:45-16:00,4,1,3,8,17,1,1,,,,30,4,5,2,4,,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2000/July/37TH%20STREET %20NW%20%26%20PROSPECT%20STREET.txt,37TH STREET NW & PROSPECT STREET,x,7/25/2000,16:00-16:15,7,2,9,10,16,1,1,1,,1,50,2,3,1,3,,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2000/July/37TH%20STREET %20NW%20%26%20PROSPECT%20STREET.txt,37TH STREET NW & PROSPECT STREET,x,7/25/2000,16:15-16:30,3,,7,8,19,1,,,,1,46,4,,1,5,,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2000/July/37TH%20STREET %20NW%20%26%20PROSPECT%20STREET.txt,37TH STREET NW & PROSPECT STREET,x,7/25/2000,16:30-16:45,3,1,6,7,21,2,,,,,40,8,1,6,12,1,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2000/July/37TH%20STREET %20NW%20%26%20PROSPECT%20STREET.txt,37TH STREET NW & PROSPECT STREET,x,7/25/2000,16:45-17:00,4,,8,6,23,1,,,,2,36,3,2,2,9,,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2000/July/37TH%20STREET %20NW%20%26%20PROSPECT%20STREET.txt,37TH STREET NW & PROSPECT STREET,x,7/25/2000,17:00-17:15,4,,10,8,18,1,1,,1,1,54,10,3,3,14,1,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2000/July/37TH%20STREET %20NW%20%26%20PROSPECT%20STREET.txt,37TH STREET NW & PROSPECT STREET,x,7/25/2000,17:15-17:30,5,1,5,10,17,,1,,,,43,16,,5,15,,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2000/July/37TH%20STREET %20NW%20%26%20PROSPECT%20STREET.txt,37TH STREET NW & PROSPECT STREET,x,7/25/2000,17:30-17:45,6,,4,11,16,1,2,,,,41,13,,4,15,1,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2000/July/37TH%20STREET %20NW%20%26%20PROSPECT%20STREET.txt,37TH STREET NW & PROSPECT STREET,x,7/25/2000,17:45-18:00,4,,3,12,15,,1,,,2,38,12,,2,12,,,,,,
file,name,id,date,time,Right,Thru,Left,Right,Thru,Left,Right,hru,,Right,Thru,Left,D,A,C,B,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2000/July/WISCONSIN%20AVENUE %20NW%20%26%20CALVERT%20STREET.txt,WISCONSIN AVENUE NW & CALVERT STREET,x,7/11/2000,07:00-07:15,4,177,2,4,10,5,11,139,8,11,41,19,10,,2,7,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2000/July/WISCONSIN%20AVENUE %20NW%20%26%20CALVERT%20STREET.txt,WISCONSIN AVENUE NW & CALVERT STREET,x,7/11/2000,07:15-07:30,8,196,2,2,12,6,14,148,10,15,51,21,12,2,1,12,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2000/July/WISCONSIN%20AVENUE %20NW%20%26%20CALVERT%20STREET.txt,WISCONSIN AVENUE NW & CALVERT STREET,x,7/11/2000,08:15-08:30,4,281,4,2,12,12,36,181,15,22,61,36,22,2,2,11,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2000/July/WISCONSIN%20AVENUE %20NW%20%26%20CALVERT%20STREET.txt,WISCONSIN AVENUE NW & CALVERT STREET,x,7/11/2000,08:30-08:45,5,236,1,2,14,12,31,203,14,18,78,36,26,,,14,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2000/July/WISCONSIN%20AVENUE %20NW%20%26%20CALVERT%20STREET.txt,WISCONSIN AVENUE NW & CALVERT STREET,x,7/11/2000,08:45-09:00,12,311,2,4,11,18,30,231,11,20,85,39,19,1,1,16,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2000/July/WISCONSIN%20AVENUE %20NW%20%26%20CALVERT%20STREET.txt,WISCONSIN AVENUE NW & CALVERT STREET,x,7/11/2000,09:00-09:15,6,302,3,5,11,19,21,207,7,17,71,31,22,,1,12,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2000/July/WISCONSIN%20AVENUE %20NW%20%26%20CALVERT%20STREET.txt,WISCONSIN AVENUE NW & CALVERT STREET,x,7/11/2000,09:15-09:30,7,276,5,1,13,24,17,186,5,13,61,26,16,,,10,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2000/July/WISCONSIN%20AVENUE %20NW%20%26%20CALVERT%20STREET.txt,WISCONSIN AVENUE NW & CALVERT STREET,x,7/11/2000,09:30-09:45,4,202,2,3,22,18,17,138,7,13,56,18,19,1,,13,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2000/July/WISCONSIN%20AVENUE %20NW%20%26%20CALVERT%20STREET.txt,WISCONSIN AVENUE NW & CALVERT STREET,x,7/11/2000,09:45-10:00,4,204,2,6,16,21,15,141,5,15,49,14,14,,1,10,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2000/July/WISCONSIN%20AVENUE %20NW%20%26%20CALVERT%20STREET.txt,WISCONSIN AVENUE NW & CALVERT STREET,x,7/11/2000,10:00-10:15,5,199,3,5,17,21,16,149,7,17,44,15,12,,1,9,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2000/July/WISCONSIN%20AVENUE %20NW%20%26%20CALVERT%20STREET.txt,WISCONSIN AVENUE NW & CALVERT STREET,x,7/11/2000,10:15-10:30,3,196,1,3,19,19,17,158,9,15,41,12,11,,,7,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2000/July/WISCONSIN%20AVENUE %20NW%20%26%20CALVERT%20STREET.txt,WISCONSIN AVENUE NW & CALVERT STREET,x,7/11/2000,10:30-10:45,5,193,3,5,19,20,16,156,10,16,38,13,10,1,,10,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2000/July/WISCONSIN%20AVENUE %20NW%20%26%20CALVERT%20STREET.txt,WISCONSIN AVENUE NW & CALVERT STREET,x,7/11/2000,10:45-11:00,1,162,5,5,27,21,17,158,9,17,28,14,12,,1,7,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2000/July/WISCONSIN%20AVENUE %20NW%20%26%20CALVERT%20STREET.txt,WISCONSIN AVENUE NW & CALVERT STREET,x,7/11/2000,11:00-11:15,1,182,3,2,17,24,19,167,13,20,26,15,9,,,5,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2000/July/WISCONSIN%20AVENUE %20NW%20%26%20CALVERT%20STREET.txt,WISCONSIN AVENUE NW & CALVERT STREET,x,7/11/2000,11:15-11:30,5,173,6,6,18,26,26,171,11,19,28,18,10,3,1,7,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2000/July/WISCONSIN%20AVENUE %20NW%20%26%20CALVERT%20STREET.txt,WISCONSIN AVENUE NW & CALVERT STREET,x,7/11/2000,11:30-11:45,6,177,3,2,11,31,31,196,12,18,29,21,11,,,10,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2000/July/WISCONSIN%20AVENUE %20NW%20%26%20CALVERT%20STREET.txt,WISCONSIN AVENUE NW & CALVERT STREET,x,7/11/2000,11:45-12:00,2,218,1,5,27,32,26,201,16,20,31,17,13,1,,12,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2000/July/WISCONSIN%20AVENUE %20NW%20%26%20CALVERT%20STREET.txt,WISCONSIN AVENUE NW & CALVERT STREET,x,7/11/2000,12:00-12:15,4,183,2,6,23,35,36,205,18,15,34,19,20,,1,11,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2000/July/WISCONSIN%20AVENUE %20NW%20%26%20CALVERT%20STREET.txt,WISCONSIN AVENUE NW & CALVERT STREET,x,7/11/2000,12:15-12:30,3,185,7,6,23,27,26,207,19,16,29,22,22,1,,11,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2000/July/WISCONSIN%20AVENUE %20NW%20%26%20CALVERT%20STREET.txt,WISCONSIN AVENUE NW & CALVERT STREET,x,7/11/2000,12:30-12:45,1,181,2,5,20,38,31,202,22,20,28,23,17,,,10,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2000/July/WISCONSIN%20AVENUE %20NW%20%26%20CALVERT%20STREET.txt,WISCONSIN AVENUE NW & CALVERT STREET,x,7/11/2000,12:45-13:00,2,183,5,5,17,29,26,195,19,18,27,21,15,1,1,12,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2000/July/WISCONSIN%20AVENUE %20NW%20%26%20CALVERT%20STREET.txt,WISCONSIN AVENUE NW & CALVERT STREET,x,7/11/2000,14:00-14:15,2,176,7,7,19,26,18,207,17,21,36,30,14,,,14,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2000/July/WISCONSIN%20AVENUE %20NW%20%26%20CALVERT%20STREET.txt,WISCONSIN AVENUE NW & CALVERT STREET,x,7/11/2000,14:15-14:30,2,170,8,5,20,22,19,197,14,23,39,26,16,1,1,11,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2000/July/WISCONSIN%20AVENUE %20NW%20%26%20CALVERT%20STREET.txt,WISCONSIN AVENUE NW & CALVERT STREET,x,7/11/2000,14:30-14:45,7,155,4,4,22,18,13,181,12,31,46,28,15,,,12,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2000/July/WISCONSIN%20AVENUE %20NW%20%26%20CALVERT%20STREET.txt,WISCONSIN AVENUE NW & CALVERT STREET,x,7/11/2000,14:45-15:00,4,158,2,6,30,26,16,215,16,26,46,41,19,,,13,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2000/July/WISCONSIN%20AVENUE %20NW%20%26%20CALVERT%20STREET.txt,WISCONSIN AVENUE NW & CALVERT STREET,x,7/11/2000,15:00-15:15,7,189,3,5,36,37,18,241,18,22,40,38,21,,,12,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2000/July/WISCONSIN%20AVENUE %20NW%20%26%20CALVERT%20STREET.txt,WISCONSIN AVENUE NW & CALVERT STREET,x,7/11/2000,15:15-15:30,8,205,4,3,38,39,19,254,16,20,37,36,19,,,11,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2000/July/WISCONSIN%20AVENUE %20NW%20%26%20CALVERT%20STREET.txt,WISCONSIN AVENUE NW & CALVERT STREET,x,7/11/2000,15:30-15:45,11,220,4,6,41,48,19,266,19,18,33,34,22,3,,10,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2000/July/WISCONSIN%20AVENUE %20NW%20%26%20CALVERT%20STREET.txt,WISCONSIN AVENUE NW & CALVERT STREET,x,7/11/2000,15:45-16:00,4,178,1,4,43,28,23,284,21,16,36,37,16,4,1,7,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2000/July/WISCONSIN%20AVENUE %20NW%20%26%20CALVERT%20STREET.txt,WISCONSIN AVENUE NW & CALVERT STREET,x,7/11/2000,16:00-16:15,21,192,1,12,45,26,25,296,22,15,31,31,18,2,,12,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2000/July/WISCONSIN%20AVENUE %20NW%20%26%20CALVERT%20STREET.txt,WISCONSIN AVENUE NW & CALVERT STREET,x,7/11/2000,16:15-16:30,7,194,1,6,13,20,30,284,19,19,29,30,22,4,1,14,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2000/July/WISCONSIN%20AVENUE %20NW%20%26%20CALVERT%20STREET.txt,WISCONSIN AVENUE NW & CALVERT STREET,x,7/11/2000,16:30-16:45,4,245,,7,15,15,26,276,18,16,31,26,6,3,,10,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2000/July/WISCONSIN%20AVENUE %20NW%20%26%20CALVERT%20STREET.txt,WISCONSIN AVENUE NW & CALVERT STREET,x,7/11/2000,16:45-17:00,14,217,1,4,20,26,27,281,21,18,36,28,7,5,3,12,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2000/July/WISCONSIN%20AVENUE %20NW%20%26%20CALVERT%20STREET.txt,WISCONSIN AVENUE NW & CALVERT STREET,x,7/11/2000,17:00-17:15,10,221,1,5,26,22,30,286,29,22,44,29,10,6,4,14,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2000/July/WISCONSIN%20AVENUE %20NW%20%26%20CALVERT%20STREET.txt,WISCONSIN AVENUE NW & CALVERT STREET,x,7/11/2000,17:15-17:30,6,190,4,7,23,30,21,266,26,16,31,21,11,3,3,13,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2000/July/WISCONSIN%20AVENUE %20NW%20%26%20CALVERT%20STREET.txt,WISCONSIN AVENUE NW & CALVERT STREET,x,7/11/2000,17:30-17:45,9,195,3,7,25,26,17,251,19,14,27,19,14,4,,13,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2000/July/WISCONSIN%20AVENUE %20NW%20%26%20CALVERT%20STREET.txt,WISCONSIN AVENUE NW & CALVERT STREET,x,7/11/2000,17:45-18:00,10,198,5,10,29,27,14,239,16,12,23,14,15,3,1,10,,,,,
file,name,id,date,time,Right,Thru,Left,ight,R,Left,Right,Thru,Left,ight,Thru,Left,D,A,C,B,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2000/June/ALABAMA%20AVENUE %20SE%20%26%20STANTON%20ROAD.txt,ALABAMA AVENUE SE & STANTON ROAD,x,6/20/2000,07:00-07:15,11,67,1,6,11,5,3,19,4,9,56,10,23,3,2,11,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2000/June/ALABAMA%20AVENUE %20SE%20%26%20STANTON%20ROAD.txt,ALABAMA AVENUE SE & STANTON ROAD,x,6/20/2000,09:00-09:15,10,58,5,19,25,7,4,45,5,7,16,10,7,3,,11,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2000/June/ALABAMA%20AVENUE %20SE%20%26%20STANTON%20ROAD.txt,ALABAMA AVENUE SE & STANTON ROAD,x,6/20/2000,09:15-09:30,5,54,9,16,27,6,5,40,6,11,32,8,6,4,,5,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2000/June/ALABAMA%20AVENUE %20SE%20%26%20STANTON%20ROAD.txt,ALABAMA AVENUE SE & STANTON ROAD,x,6/20/2000,09:30-09:45,8,47,8,11,26,4,6,41,7,5,23,6,6,6,,6,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2000/June/ALABAMA%20AVENUE %20SE%20%26%20STANTON%20ROAD.txt,ALABAMA AVENUE SE & STANTON ROAD,x,6/20/2000,09:45-10:00,6,43,6,7,21,3,5,33,5,3,21,7,4,4,,4,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2000/June/ALABAMA%20AVENUE %20SE%20%26%20STANTON%20ROAD.txt,ALABAMA AVENUE SE & STANTON ROAD,x,6/20/2000,10:00-10:15,5,44,7,3,19,7,5,36,2,5,22,9,3,1,,1,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2000/June/ALABAMA%20AVENUE %20SE%20%26%20STANTON%20ROAD.txt,ALABAMA AVENUE SE & STANTON ROAD,x,6/20/2000,10:15-10:30,3,41,9,4,17,9,3,37,3,3,21,7,4,2,,3,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2000/June/ALABAMA%20AVENUE %20SE%20%26%20STANTON%20ROAD.txt,ALABAMA AVENUE SE & STANTON ROAD,x,6/20/2000,10:30-10:45,8,44,8,4,21,10,4,39,2,7,22,6,5,2,4,2,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2000/June/ALABAMA%20AVENUE %20SE%20%26%20STANTON%20ROAD.txt,ALABAMA AVENUE SE & STANTON ROAD,x,6/20/2000,10:45-11:00,9,48,6,3,30,14,3,46,3,9,16,5,10,4,1,5,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2000/June/ALABAMA%20AVENUE %20SE%20%26%20STANTON%20ROAD.txt,ALABAMA AVENUE SE & STANTON ROAD,x,6/20/2000,11:00-11:15,9,63,6,5,24,7,9,61,7,13,23,8,7,2,8,11,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2000/June/ALABAMA%20AVENUE %20SE%20%26%20STANTON%20ROAD.txt,ALABAMA AVENUE SE & STANTON ROAD,x,6/20/2000,11:15-11:30,7,50,10,6,29,5,7,67,4,9,18,9,8,6,4,8,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2000/June/ALABAMA%20AVENUE %20SE%20%26%20STANTON%20ROAD.txt,ALABAMA AVENUE SE & STANTON ROAD,x,6/20/2000,11:30-11:45,2,42,7,9,28,15,13,56,10,12,32,5,6,3,2,5,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2000/June/ALABAMA%20AVENUE %20SE%20%26%20STANTON%20ROAD.txt,ALABAMA AVENUE SE & STANTON ROAD,x,6/20/2000,11:45-12:00,6,60,11,7,23,11,11,51,7,8,28,5,14,2,1,16,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2000/June/ALABAMA%20AVENUE %20SE%20%26%20STANTON%20ROAD.txt,ALABAMA AVENUE SE & STANTON ROAD,x,6/20/2000,12:00-12:15,8,63,9,6,26,12,8,46,5,10,27,8,11,6,5,11,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2000/June/ALABAMA%20AVENUE %20SE%20%26%20STANTON%20ROAD.txt,ALABAMA AVENUE SE & STANTON ROAD,x,6/20/2000,12:15-12:30,7,57,13,6,29,11,9,51,6,12,19,9,13,3,2,12,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2000/June/ALABAMA%20AVENUE %20SE%20%26%20STANTON%20ROAD.txt,ALABAMA AVENUE SE & STANTON ROAD,x,6/20/2000,12:30-12:45,4,82,13,7,33,9,12,59,8,17,23,7,12,2,1,7,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2000/June/ALABAMA%20AVENUE %20SE%20%26%20STANTON%20ROAD.txt,ALABAMA AVENUE SE & STANTON ROAD,x,6/20/2000,12:45-13:00,5,67,12,8,31,8,7,51,5,16,21,8,10,,,10,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2000/June/ALABAMA%20AVENUE %20SE%20%26%20STANTON%20ROAD.txt,ALABAMA AVENUE SE & STANTON ROAD,x,6/20/2000,14:00-14:15,20,52,4,5,36,7,5,58,4,22,22,6,7,4,,6,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2000/June/ALABAMA%20AVENUE %20SE%20%26%20STANTON%20ROAD.txt,ALABAMA AVENUE SE & STANTON ROAD,x,6/20/2000,14:15-14:30,9,57,4,7,34,6,4,63,5,15,18,5,5,,3,7,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2000/June/ALABAMA%20AVENUE %20SE%20%26%20STANTON%20ROAD.txt,ALABAMA AVENUE SE & STANTON ROAD,x,6/20/2000,14:30-14:45,9,59,11,5,41,7,4,59,8,12,19,9,7,2,4,12,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2000/June/ALABAMA%20AVENUE %20SE%20%26%20STANTON%20ROAD.txt,ALABAMA AVENUE SE & STANTON ROAD,x,6/20/2000,14:45-15:00,14,55,5,4,31,4,6,67,12,14,25,5,6,4,6,7,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2000/June/ALABAMA%20AVENUE %20SE%20%26%20STANTON%20ROAD.txt,ALABAMA AVENUE SE & STANTON ROAD,x,6/20/2000,15:00-15:15,13,60,7,3,34,5,4,74,9,13,30,5,7,3,5,11,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2000/June/ALABAMA%20AVENUE %20SE%20%26%20STANTON%20ROAD.txt,ALABAMA AVENUE SE & STANTON ROAD,x,6/20/2000,15:15-15:30,11,58,9,1,38,3,3,78,7,11,29,3,9,1,3,13,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2000/June/ALABAMA%20AVENUE %20SE%20%26%20STANTON%20ROAD.txt,ALABAMA AVENUE SE & STANTON ROAD,x,6/20/2000,15:30-15:45,9,65,9,3,37,5,4,81,6,11,28,4,6,3,4,14,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2000/June/ALABAMA%20AVENUE %20SE%20%26%20STANTON%20ROAD.txt,ALABAMA AVENUE SE & STANTON ROAD,x,6/20/2000,15:45-16:00,12,68,8,4,38,6,3,89,7,9,26,8,5,1,5,11,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2000/June/ALABAMA%20AVENUE %20SE%20%26%20STANTON%20ROAD.txt,ALABAMA AVENUE SE & STANTON ROAD,x,6/20/2000,16:00-16:15,13,69,5,7,37,5,6,76,7,11,29,3,7,4,3,15,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2000/June/ALABAMA%20AVENUE %20SE%20%26%20STANTON%20ROAD.txt,ALABAMA AVENUE SE & STANTON ROAD,x,6/20/2000,16:15-16:30,6,38,9,8,41,4,7,67,8,4,23,5,6,2,,13,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2000/June/ALABAMA%20AVENUE %20SE%20%26%20STANTON%20ROAD.txt,ALABAMA AVENUE SE & STANTON ROAD,x,6/20/2000,16:30-16:45,11,66,5,9,36,3,5,76,9,6,42,6,12,5,2,27,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2000/June/ALABAMA%20AVENUE %20SE%20%26%20STANTON%20ROAD.txt,ALABAMA AVENUE SE & STANTON ROAD,x,6/20/2000,16:45-17:00,13,57,10,6,31,4,2,86,11,5,41,4,10,6,2,20,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2000/June/ALABAMA%20AVENUE %20SE%20%26%20STANTON%20ROAD.txt,ALABAMA AVENUE SE & STANTON ROAD,x,6/20/2000,17:00-17:15,6,81,18,7,30,3,4,94,8,7,34,3,11,4,4,17,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2000/June/ALABAMA%20AVENUE %20SE%20%26%20STANTON%20ROAD.txt,ALABAMA AVENUE SE & STANTON ROAD,x,6/20/2000,17:15-17:30,3,71,15,5,36,4,6,101,8,4,39,2,14,3,1,13,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2000/June/ALABAMA%20AVENUE %20SE%20%26%20STANTON%20ROAD.txt,ALABAMA AVENUE SE & STANTON ROAD,x,6/20/2000,17:30-17:45,5,76,17,4,41,3,9,114,7,4,37,2,12,2,,15,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2000/June/ALABAMA%20AVENUE %20SE%20%26%20STANTON%20ROAD.txt,ALABAMA AVENUE SE & STANTON ROAD,x,6/20/2000,17:45-18:00,7,68,15,2,31,2,3,107,6,6,32,3,11,,1,16,,,,,
file,name,id,date,time,Right,Thru,Left,Right,Thru,Left,Right,Thru,Left,ight,R,Left,D,A,C,B,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2000/June/NEW%20YORK%20AVENUE %20NW%20%26%201ST%20STREET.txt,NEW YORK AVENUE NW & 1ST STREET,x,6/28/2000,07:00-07:15,75,36,2,4,658,,1,139,8,3,237,,2,13,1,3,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2000/June/NEW%20YORK%20AVENUE %20NW%20%26%201ST%20STREET.txt,NEW YORK AVENUE NW & 1ST STREET,x,6/28/2000,07:15-07:30,91,43,2,2,581,,,156,6,4,257,,1,8,2,2,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2000/June/NEW%20YORK%20AVENUE %20NW%20%26%201ST%20STREET.txt,NEW YORK AVENUE NW & 1ST STREET,x,6/28/2000,07:30-07:45,20,105,2,3,603,,5,161,6,3,273,,2,9,,4,,,,,
